thebeltwayreport.com,The Beltway Report ,extremeright,none,Mixed
thebl.com,The BL ,none,none,none
theblacksphere.net,The Blacksphere ,right,none,Mixed
The Boston Tribune,The Boston Tribune,right,none,Low
The Buffalo Chronicle,The Buffalo Chronicle,extremeright,none,Mixed
theconservativebrief.com,The Conservative Brief ,right,none,
theconservativecentral.com,The Conservative Central ,extremeright,none,Low
conservativepapers.com,The Conservative Papers ,right,none,Mixed
The Constitution,The Constitution,leftcenter,none,MostlyFactual
thedailybell.com,The Daily Bell ,right,none,Low
dcclothesline.com,The DC Clothesline ,extremeright,none,Low
thedcpatriot.com,The DC Patriot ,extremeright,none,Low
TheDonald.Win,TheDonald.Win,extremeright,none,Low
theduran.com,The Duran ,extremeright,none,Low
economictimes.indiatimes.com,The Economic Times ,rightcenter,none,Mixed
thefederalistpapers.org,The Federalist Papers Project ,extremeright,none,Low
fairus.org,The Federation for American Immigration Reform ,extremeright,none,Low
thefreedomtimes.com,The Freedom Times ,extremeright,none,Low
thefreepatriot.org,The Free Patriot ,extremeright,none,Low
freetelegraph.com,The Free Telegraph ,right,none,Mixed
thefrisky.com,The Frisky ,none,none,none
thehornnews.com,The Horn ,extremeright,none,Low
thelapost.com,The LA Post ,extremeright,none,Low
theconservativetreehouse.com,The Last Refuge ,extremeright,none,Low
lastresistance.com,The Last Resistance ,extremeright,none,Low
thelaughclub.net,The Laugh Club ,none,none,Low
thelibertydaily.com,The Liberty Daily ,extremeright,none,Mixed
thelibertyeagle.com,The Liberty Eagle ,extremeright,none,Mixed
eng.majalla.com,The Majalla ,rightcenter,none,Mixed
themillenniumreport.com,The Millennium Report ,extremeright,none,Low
thenationalpatriot.com,The National Patriot ,extremeright,none,Low
thenational.ae,The National ,rightcenter,none,Mixed
nationalistreview.net,The Nationalist Review ,extremeright,none,Low
other98.com,The Other 98% ,left,none,Low
ThePoliticalBrief.com,ThePoliticalBrief.com,extremeright,none,VeryLow
The Politics Online,The Politics Online,extremeright,none,Low
thepostemail.com,The Post & Email ,right,none,Mixed
theproudliberal.org,The Proud Liberal ,extremeleft,none,Mixed
The Red Elephants,The Red Elephants,extremeright,none,VeryLow
thereligionofpeace.com,The Religion of Peace ,extremeright,none,Low
remnantnewspaper.com,The Remnant Newspaper ,extremeright,none,Low
rfangle.com,The RFAngle ,extremeright,none,Mixed
therightstuff.biz,The Right Stuff ,extremeright,none,VeryLow
The Science News Reporter,The Science News Reporter,none,none,Mixed
sciencetimes.com,The Science Times ,rightcenter,none,Mixed
thescoop.us,The Scoop ,extremeright,none,Mixed
The Sons of Liberty Media,The Sons of Liberty Media,rightcenter,none,Mixed
TheSpectator.info,TheSpectator.info,extremeright,none,VeryLow
tehrantimes.com,The Tehran Times ,right,none,Mixed
digifection.com,The Times of America ,extremeright,none,Low
theunionjournal.com,The Union Journal ,none,none,Low
thewashingtonsentinel.com,The Washington Sentinel ,extremeright,none,Mixed
The Washington Standard,The Washington Standard,right,none,Mixed
thinkamericana.com,Think Americana ,extremeright,none,Low
chicagodaily.pro,Today Breaking News ,extremeright,none,Low
ToddStarnes.com,ToddStarnes.com,extremeright,none,Mixed
toofab.com,TooFab ,left,none,Mixed
toptopic.club,Top Topic ,extremeright,none,Low
torontotoday.net,Toronto Today ,leftcenter,none,Low
tplnews.com,TPL News ,extremeleft,none,Mixed
trendingpolitics.com,Trending Politics ,right,none,Mixed
triggerreset.net,Trigger Reset ,extremeright,none,Low
truthexam.com,True Activist ,none,none,none
trueviralnews.com,True Viral News ,none,none,VeryLow
trump.news,Trump.News ,extremeright,none,VeryLow
trumptrainnews.com,Trump Train News ,extremeright,none,Mixed
truthandaction.org,Truth and Action ,extremeright,none,Low
truthinmedia.com,Truth in Media ,extremeright,none,Low
truthuncensored.net,Truth Uncensored ,extremeright,none,Low
tucsonstandard.com,Tucson Standard ,rightcenter,none,Mixed
tularetimes.com,Tulare Times ,rightcenter,none,Mixed
tpusa.com,Turning Point USA ,right,none,Low
tuscaloosaleader.com,Tuscaloosa Leader ,rightcenter,none,Mixed
unclesamsmisguidedchildren.com,Uncle Sam’s Misguided Children ,extremeright,none,Low
understandingthethreat.com,Understanding the threat ,extremeright,none,Low
uniteamericafirst.com,Unite America First ,extremeright,none,Low
upperdeltanews.com,Upper Delta News ,rightcenter,none,Mixed
usbacklash.org,US Backlash ,none,none,none
uschronicle.com,US Chronicle ,extremeright,none,Low
UsLibertyWire.club,UsLibertyWire.club,extremeright,none,VeryLow
uslibertywire.com,US Liberty Wire ,extremeright,none,Low
usnationalnews.org,US National News ,extremeleft,none,Mixed
usaisonline.com,USA is Online ,extremeright,none,VeryLow
usareally.com,USA Really ,right,none,VeryLow
usasupreme.com,USA Supreme ,extremeright,none,VeryLow
usanetwork.info,USAnetwork.info ,extremeright,none,VeryLow
UsRight-Left.com,UsRight-Left.com,none,none,none
ussanews.com,USSA News ,extremeright,none,Mixed
bloodandsoil.org,Vanguard America ,extremeright,none,Low
en.radiovaticana.va,Vatican Radio ,right,none,Mixed
vdare.com,Vdare ,extremeright,none,Low
verdugosnews.com,Verdugos News ,rightcenter,none,Mixed
victorvalleytimes.com,Victor Valley Times ,rightcenter,none,Mixed
vidmax.com,Vidmax ,extremeright,none,Low
viralcocaine.com,Viral Cocaine ,none,none,Low
viralhatch.com,Viral Hatch ,none,none,Low
voiceofeurope.com,Voice of Europe ,extremeright,none,Low
wallbuilders.com,WallBuilders ,extremeright,none,Low
fibrohealthnews.com,Washington News Press ,extremeright,none,VeryLow
thewashingtonpundit.com,Washington Pundit ,extremeright,none,Low
WayneDupree.com,WayneDupree.com,extremeright,none,Low
welovetrump.com,We Love Trump ,extremeright,none,VeryLow
wethepeopledaily.com,We The People Daily ,extremeright,none,Mixed
wcalabamanews.com,West Central Alabama News ,rightcenter,none,Mixed
westcontracostanews.com,West Contra Costa News ,rightcenter,none,Mixed
westeldoradonews.com,West El Dorado News ,rightcenter,none,Mixed
westlatimes.com,West LA Times ,rightcenter,none,Mixed
westoctimes.com,West OC Times ,rightcenter,none,Mixed
westsbvtimes.com,West SBV Times ,rightcenter,none,Mixed
westsfvtoday.com,West SFV Today ,rightcenter,none,Mixed
westsgvnews.com,West SGV News ,rightcenter,none,Mixed
westventuranews.com,West Ventura News ,rightcenter,none,Mixed
whatstheharm.net,What’s the Harm ,none,none,Mixed
wikiislam.net,WikiIslam ,right,none,Mixed
winecountrytimes.com,Wine Country Times ,rightcenter,none,Mixed
wiregrasstimes.com,Wiregrass Times ,rightcenter,none,Mixed
thepublicdiscourse.com,Witherspoon Institute ,extremeright,none,Low
wokesloth.com,Woke Sloth ,extremeleft,none,Mixed
womenarehuman.com,Women are Human ,right,none,Mixed
facebook.com/WOMENSRIGHTSNEWS,Women’s Rights News ,left,none,Mixed
worldstarhiphop.com,WorldStarHipHop ,left,none,Mixed
yavapainews.com,Yavapai News ,rightcenter,none,Mixed
yellowhammertimes.com,Yellowhammer Times ,rightcenter,none,Mixed
yesimright.com,Yes I’m Right ,extremeright,none,Low
yc.news,YourContent ,right,none,Mixed
yubasuttertimes.com,Yuba-Sutter Times ,rightcenter,none,Mixed
Zenith.news,Zenith News ,extremeright,none,Low
zootfeed.com,ZootFeed ,extremeright,none,Low
maga2020.us,Zox ,none,none,none
9news.com,9News – KUSA ,center,none,none
12news.com,12 News KPNX ,center,none,none
247wallst.com,24/7 Wall St. ,center,none,none
24ur.com,24ur.com,center,none,none
38north.org,38 North ,center,none,none
680news.com,680 News ,center,none,none
1010wins.radio.com,1010 WINS AM ,center,none,none
join1440.com,1440 Newsletter ,center,none,none
ABC7Chicago.com,ABC7Chicago.com,center,none,none
abc7ny.com,ABC7 New York ,center,none,none
abc12.com,ABC12/WJRT-TV ,center,none,none
news.abs-cbn.com,ABS-CBN ,center,none,none
ActionNewsJax.com,ActionNewsJax.com,center,none,none
adfontesmedia.com,Ad Fontes Media ,center,none,none
Adweek,Adweek,center,none,none
africacheck.org,Africa Check ,center,none,none
agdaily.com,AgDaily ,center,none,none
afp.com,Agence France-Presse ,center,none,none
ansa.it,Agenzia Nazionale Stampa Associata ,center,none,none
agerpres.ro,Agerpres ,center,none,none
agweb.com,AgWeb ,center,none,none
Air Force Times,Air Force Times,center,none,none
airwars.org,Airwars ,center,none,none
alreporter.com,Alabama Political Reporter ,center,none,none
altoday.com,Alabama Today ,center,none,none
democratherald.com,Albany Democrat-Herald ,center,none,none
ad.nl,Algemeen Dagblad ,center,none,none
AllAfrica,AllAfrica,center,none,none
securingdemocracy.gmfus.org,Alliance For Securing Democracy ,center,none,none
amarillo.com,Amarillo Globe-News ,center,none,none
americanheritage.com,American Heritage ,center,none,none
americanmilitarynews.com,American Military News ,center,none,none
americanpressinstitute.org,American Press Institute ,center,none,none
news.amomama.com,AmoMama ,center,none,none
independentmail.com,Anderson Independent Mail ,center,none,none
APTN National News,APTN National News,center,none,none
arcdigital.media,Arc Digital ,center,none,none
azcapitoltimes.com,Arizona Capitol Times ,center,none,none
Army Times,Army Times,center,none,none
arstechnica.com,Ars Technica ,center,none,none
courier-tribune.com,Asheboro Courier-Tribune ,center,none,none
atimes.com,Asia Times ,center,none,none
atlasobscura.com,Atlas Obscura ,center,none,none
azfamily.com,azfamily.com,center,none,none
bangkokpost.com,Bangkok Post ,center,none,none
baxterbulletin.com,Baxter Bulletin ,center,none,none
belfercenter.org,Belfer Center for Science and International Affairs ,center,none,none
bnd.com,Belleville News-Democrat ,center,none,none
benzinga.com,Benzinga ,center,none,none
bignewsnetwork.com,Big News Network ,center,none,none
bigthink.com,Big Think ,center,none,none
Biloxi Sun Herald,Biloxi Sun Herald,center,none,none
bismarcktribune.com,Bismarck Tribune ,center,none,none
us.blastingnews.com,BlastingNews ,center,none,none
bleepingcomputer.com,Bleeping Computer ,center,none,none
bnonews.com,BNO News ,center,none,none
Bozeman Daily Chronicle,Bozeman Daily Chronicle,center,none,none
bringmethenews.com,Bring Me The News ,center,none,none
bullshido.net,Bullshido ,center,none,none
Burnett County Sentinel,Burnett County Sentinel,center,none,none
business2community.com,Business2Community ,center,none,none
cpac.ca,Canadian Public Affairs Channel ,center,none,none
capecodtimes.com,Cape Cod Times ,center,none,none
capitolfax.com,Capitol Fax ,center,none,none
trib.com,Casper Star-Tribune ,center,none,none
castanet.net,Castanet ,center,none,none
philadelphia.cbslocal.com,CBS Philly ,center,none,none
cdt.org,Center for Democracy and Technology ,center,none,none
csis.org,Center for strategic and International studies ,center,none,none
channelnewsasia.com,Channel News Asia – CNA ,center,none,none
charitynavigator.org,Charity Navigator ,center,none,none
timesfreepress.com,Chattanooga Times Free Press ,center,none,none
chinookobserver.com,Chinook Observer ,center,none,none
cincinnati.com,Cinncinati Equirer ,center,none,none
ced.org,Committee for Economic development ,center,none,none
congress.gov,Congress.gov ,center,none,none
cbo.gov,Congressional Budget Office ,center,none,none
consumerreports.org,Consumer Reports ,center,none,none
consumerist.com,Consumerist ,center,none,none
corriere.it,Coriere della Sera ,center,none,none
Coronavirus.gov,Coronavirus.gov,center,none,none
countable.us,Countable News ,center,none,none
courthousenews.com,Courthouse News Service ,center,none,none
covidtracking.com,Covid Tracking Project ,center,none,none
cp24.com,CP24 ,center,none,none
crainsdetroit.com,Crains Detroit ,center,none,none
crimeola.com,Crimeola ,center,none,none
ctvnews.ca,CTV News ,center,none,none
dccircuitbreaker.org,D.C. Circuit Breaker ,center,none,none
dailybusinessreview.com,Daily Business Review ,center,none,none
dailycamera.com,Daily Camera ,center,none,none
Illinois,Daily Journal ,center,none,none
dailyjournalonline.com,Daily Journal ,center,none,none
dailymaverick.co.za,Daily Maverick ,center,none,none
dailyrecord.com,Daily Record ,center,none,none
darientimes.com,Darien Times ,center,none,none
daytondailynews.com,Dayton Daily News ,center,none,none
defensenews.com,Defense News ,center,none,none
delrionewsherald.com,Del Rio News-Herald ,center,none,none
Denton Record-Chronicle,Denton Record-Chronicle,center,none,none
Detik.com,Detik.com,center,none,none
differencebetween.net,DifferenceBetween.net ,center,none,none
digitaljournal.com,Digital Journal ,center,none,none
doctorswithoutborders.org,Doctors Without Borders ,center,none,none
dpa-international.com,DPA German Press Agency ,center,none,none
duluthnewstribune.com,Duluth News Tribune ,center,none,none
Eagle Tribune,Eagle Tribune,center,none,none
eastidahonews.com,East Idaho News ,center,none,none
leadertelegram.com,Eau Claire Leader-Telegram ,center,none,none
ejinsight.com,EJ Insight ,center,none,none
Elko Daily Free Press,Elko Daily Free Press,center,none,none
elnuevodia.com,El Nuevo Dia ,center,none,none
goerie.com,Erie Times-News ,center,none,none
news.err.ee,ERR News ,center,none,none
eurasiagroup.net,Eurasia Group ,center,none,none
everycrsreport.com,Every CRS Report ,center,none,none
factwire.org,Factwire News Agency ,center,none,none
fairobserver.com,Fair Observer ,center,none,none
fayobserver.com,Fayetteville Observer ,center,none,none
federalnewsnetwork.com,Federal News Network ,center,none,none
federaltimes.com,Federal Times ,center,none,none
firstcoastnews.com,First Coast News ,center,none,none
floridapolitics.com,Florida Politics ,center,none,none
jacksonville.com,Florida Times Union ,center,none,none
fosters.com,Foster’s Daily Democrat ,center,none,none
FourStatesHomepage.com,FourStatesHomepage.com,center,none,none
france24.com,France 24 ,center,none,none
fullfact.org,Full Fact UK ,center,none,none
gainesville.com,Gainesville Sun ,center,none,none
geek.com,Geek.com ,center,none,none
globalintegrity.org,Global Integrity ,center,none,none
globalslaveryindex.org,Global Slavery Index ,center,none,none
globegazette.com,Globe Gazette ,center,none,none
goodnewsnetwork.org,GoodNewsNetwork ,center,none,none
gao.gov,Government Accountability Office ,center,none,none
govtrack.us,GovTrack ,center,none,none
greatfallstribune.com,Great Falls Tribune ,center,none,none
greenbaypressgazette.com,Green Bay Press-Gazette ,center,none,none
greenvilleonline.com,Greenville News ,center,none,none
group30.org,Group of Thirty ,center,none,none
hanfordsentinel.com,Hanford Sentinel ,center,none,none
hbr.org,Harvard Business Review ,center,none,none
news.harvard.edu,Harvard Gazette ,center,none,none
Hastings Tribune,Hastings Tribune,center,none,none
healthcarefinancenews.com,Healthcare Finance News ,center,none,none
herald-review.com,Herald & Review ,center,none,none
hoax-slayer.com,Hoax Slayer ,center,none,none
homelandsecuritynewswire.com,Homeland Security News Wire ,center,none,none
howstuffworks.com,How Stuff Works ,center,none,none
How-To Geek,How-To Geek,center,none,none
i24news.tv,I24 News ,center,none,none
icitizen.com,Icitizen ,center,none,none
imediaethics.org,iMediaEthics ,center,none,none
inc.com,Inc. Magazine ,center,none,none
ijr.org,Independent Journal Review ,center,none,none
helenair.com,Independent Record ,center,none,none
indexmundi.com,IndexMundi ,center,none,none
iwpr.org,Institute for Women’s Policy Research ,center,none,none
icij.org,International Consortium of Investigative Journalists ,center,none,none
iea.org,International Energy Agency ,center,none,none
journals.cambridge.org,International Organization ,center,none,none
freemedia.at,International Press Institute ,center,none,none
rescue.org,International Rescue Committee ,center,none,none
ire.org,Investigative Reporters and Editors ,center,none,none
investopedia.com,Investopedia ,center,none,none
jacksonsun.com,Jackson Sun ,center,none,none
janes.com,Janes 360 ,center,none,none
jta.org,Jewish Telegraphic Agency ,center,none,none
journalgazette.net,Journal Gazette ,center,none,none
justicedenied.org,Justice Denied ,center,none,none
kff.org,Kaiser Family Foundation ,center,none,none
kait8.com,KAIT8-TV ,center,none,none
kare11.com,KARE11 ,center,none,none
KBMT – 12NewsNow.com,KBMT – 12NewsNow.com,center,none,none
kcci.com,KCCI Des Moines ,center,none,none
kcra.com,KCRA 3 ,center,none,none
kctv5.com,KCTV5 ,center,none,none
pittsburgh.cbslocal.com,KDKA – CBS Pittsburgh ,center,none,none
kdvr.com,KDVR-TV ,center,none,none
turnto23.com,KERO TV – 23ABC ,center,none,none
ketv.com,KETV ,center,none,none
kiro7.com,KIRO 7 ,center,none,none
kitv.com,KITV ,center,none,none
kmov.com,KMOV ,center,none,none
knowyourmeme.com,Know Your Meme ,center,none,none
knowherenews.com,Knowhere ,center,none,none
koamnewsnow.com,KOAM News Now ,center,none,none
Kompas.com,Kompas.com,center,none,none
kstp.com,KSTP-TV ,center,none,none
ktla.com,KTLA ,center,none,none
ktuu.com,KTUU-TV ,center,none,none
ktva.com,KTVA 11 ,center,none,none
ktvu.com,KTVU Fox 2 ,center,none,none
kusi.com,KUSI-TV ,center,none,none
news9.com,KWTV-News9 ,center,none,none
ledevoir.com,La Devoir ,center,none,none
lalibre.be,La Libre ,center,none,none
lansingstatejournal.com,Lansing State Journal ,center,none,none
lcsun-news.com,Las Cruces Sun-News ,center,none,none
law.com,Law.com ,center,none,none
law360.com,Law360 ,center,none,none
lawfareblog.com,Lawfare Blog ,center,none,none
leadstories.com,Lead Stories ,center,none,none
ldnews.com,Lebanon Daily News ,center,none,none
lesoir.be,Le Soir ,center,none,none
limacharlienews.com,Lima Charlie News ,center,none,none
journalstar.com,Lincoln Journal Star ,center,none,none
lancasteronline.com,LNP – LancasterOnline ,center,none,none
lompocrecord.com,Lompoc Record ,center,none,none
Longview News-Journal,Longview News-Journal,center,none,none
reporterherald.com,Loveland Reporter-Herald ,center,none,none
makeuseof.com,MakeUseOf ,center,none,none
memeorandum.com,Memeorandum ,center,none,none
mentalfloss.com,Mental Floss ,center,none,none
merionwest.com,Merion West ,center,none,none
metrowestdailynews.com,MetroWest Daily News ,center,none,none
newsnationnow.com,NewsNation ,center,none,none
military.com,Military.com ,center,none,none
missoulian.com,Missoulian ,center,none,none
Michigan – Booth Newpapers,MLive ,center,none,none
mtstandard.com,Montana Standard ,center,none,none
morningconsult.com,Morning Consult ,center,none,none
napavalleyregister.com,Napa Valley Register ,center,none,none
nber.org,National Bureau of Economic Research ,center,none,none
ncsl.org,National Conference of State Legislatures ,center,none,none
followthemoney.org,National Institute on Money in State Politics ,center,none,none
nationmaster.com,NationMaster ,center,none,none
navytimes.com,Navy Times ,center,none,none
theneed2know.com,Need2Know ,center,none,none
newbernsj.com,New Bern Sun Journal ,center,none,none
nzherald.co.nz,New Zealand Herald ,center,none,none
newsandnews.com,News and News ,center,none,none
kfor.com,News Channel 4 ,center,none,none
newsfactsnetwork.com,News Facts Network ,center,none,none
newslookup.com,News Lookup ,center,none,none
news24.com,News24 ,center,none,none
newsela.com,Newsela ,center,none,none
newsguardtech.com,Newsguard ,center,none,none
yournewsnet.com,NewsNet ,center,none,none
newsnow.co.uk,NewsNow UK ,center,none,none
nst.com.my,News Straits Times ,center,none,none
NewzJunky.com,NewzJunky.com,center,none,none
nextgov.com,NextGOV ,center,none,none
niskanencenter.org,Niskanen Center ,center,none,none
nknews.org,NK News ,center,none,none
noozhawk.com,Noozhawk ,center,none,none
Norfolk Daily News,Norfolk Daily News,center,none,none
northkoreatimes.com,North Korea Times ,center,none,none
nwfdailynews.com,Northwest Florida Daily News ,center,none,none
nwitimes.com,Northwest Indiana Times ,center,none,none
novinite.com,Novinite ,center,none,none
oilprice.com,Oil Price ,center,none,none
openthegovernment.org,Open the Government ,center,none,none
oyez.org,Oyez Project ,center,none,none
guampdn.com,Pacific Daily News ,center,none,none
patheos.com,Patheos ,center,none,none
pnj.com,Pensacola News Journal ,center,none,none
pjstar.com,Peoria Journal Star ,center,none,none
pgpf.org,Peterson Foundation ,center,none,none
piie.com,Peterson Institute for International Economics ,center,none,none
placesjournal.org,Places Journal ,center,none,none
poconorecord.com,Pocono Record ,center,none,none
politicalwire.com,Political Wire ,center,none,none
polygraph.info,Polygraph.info ,center,none,none
prnewswire.mediaroom.com,PR Newswire ,center,none,none
procon.org,Procon.org ,center,none,none
publicpolicypolling.com,Public Policy Polling ,center,none,none
prri.org,Public Religion Research Institute ,center,none,none
qctimes.com,Quad City Times ,center,none,none
Radio.com,Radio.com,center,none,none
rferl.org,Radio Free Europe / Radio Liberty ,center,none,none
rapidcityjournal.com,Rapid City Journal ,center,none,none
rare.us,Rare News ,center,none,none
recode.net,Recode ,center,none,none
relevantmagazine.com,Relevant Magazine ,center,none,none
rsf.org,Reporter Without Borders ,center,none,none
reporterslab.org,Reporters Lab ,center,none,none
rfi.fr/en,RFI – Radio France Internationale ,center,none,none
RiverBender.com,RiverBender.com,center,none,none
riverdalepress.com,Riverdale Press ,center,none,none
roanoke.com,Roanoke Times ,center,none,none
rte.ie,RTE ,center,none,none
russialies.com,Russian Media Monitor ,center,none,none
sanmarcosrecord.com,San Marcos Daily Record ,center,none,none
santamariatimes.com,Santa Maria Times ,center,none,none
heraldtribune.com,Sarasota Herald-Tribune ,center,none,none
sayfiereview.com,Sayfie Review ,center,none,none
sciencedebate.org,Science Debate ,center,none,none
scoopnest.com,Scoopnest ,center,none,none
shareably.net,Shareably ,center,none,none
shorensteincenter.org,Shorenstein Center ,center,none,none
shreveporttimes.com,Shreveport Times ,center,none,none
simplepolitics.co.uk,Simple Politics ,center,none,none
siouxcityjournal.com,Sioux City Journal ,center,none,none
news.sky.com,Sky News ,center,none,none
smartnews.com,SmartNews ,center,none,none
South Bend Tribune,South Bend Tribune,center,none,none
sun-sentinel.com,South Florida Sun-Sentinel ,center,none,none
ny1.com,Spectrum News – NY1 ,center,none,none
spectrumreport.com,Spectrum Report ,center,none,none
sctimes.com,St. Cloud Times ,center,none,none
stripes.com,Stars and Stripes ,center,none,none
silive.com,Staten Island Advance ,center,none,none
statesmanjournal.com,Statesman Journal ,center,none,none
Statesville Record & Landmark,Statesville Record & Landmark,center,none,none
Statista,Statista,center,none,none
strategypage.com,StrategyPage ,center,none,none
stratfor.com,Stratfor ,center,none,none
taipeitimes.com,Taipei Times ,center,none,none
taskandpurpose.com,Task and Purpose ,center,none,none
Telegram & Gazette,Telegram & Gazette,center,none,none
texasstandard.org,Texas Standard ,center,none,none
thatsnonsense.com,That’s Nonsense ,center,none,none
auburnpub.com,The Auburn Citizen ,center,none,none
afr.com,The Australian Financial Review ,center,none,none
thebalance.com,The Balance ,center,none,none
The Battlefords News Optimist,The Battlefords News Optimist,center,none,none
thebureauinvestigates.com,The Bureau of Investigative Journalism ,center,none,none
thecanadianpress.com,The Canadian Press ,center,none,none
thecipherbrief.com,The Cipher Brief ,center,none,none
columbian.com,The Columbian ,center,none,none
theconversation.com,The Conversation ,center,none,none
daily-chronicle.com,The Daily Chronicle ,center,none,none
dailygazette.com,The Daily Gazette ,center,none,none
tdn.com,The Daily News ,center,none,none
theday.com,The Day ,center,none,none
defconwarningsystem.com,The Defcon Warning System ,center,none,none
thediplomat.com,The Diplomat Magazine ,center,none,none
fakenewscodex.com,The Fake News Codex ,center,none,none
Utah,The Herald Journal ,center,none,none
Massachusetts,The Herald News ,center,none,none
The Herald-Dispatch,The Herald-Dispatch,center,none,none
heraldsun.com,The Herald-Sun ,center,none,none
jamestown.org,The Jamestown Foundation ,center,none,none
jordantimes.com,The Jordan Times ,center,none,none
journalstandard.com,The Journal Standard ,center,none,none
macon.com,The Macon Telegraph ,center,none,none
mariettatimes.com,The Marietta Times ,center,none,none
memepoliceman.com,The Meme Policeman ,center,none,none
themoderatedmedia.com,The Moderated Media ,center,none,none
modbee.com,The Modesto Bee ,center,none,none
Texas,The Monitor ,center,none,none
mcall.com,The Morning Call ,center,none,none
thenevadaindependent.com,The Nevada Independent ,center,none,none
thenews.mx,The News ,center,none,none
thenews.com.pk,The News International ,center,none,none
thenewsliteracyproject.org,The News Literacy Project ,center,none,none
observatory.journalism.wisc.edu,The Observatory ,center,none,none
outlook.monmouth.edu,The Outlook ,center,none,none
pantagraph.com,The Pantagraph ,center,none,none
postandcourier.com,The Post and Courier ,center,none,none
poststar.com,The Post Star ,center,none,none
syracuse.com,The Post-Standard ,center,none,none
recordnet.com,The Record – Stockton ,center,none,none
The Register UK,The Register UK,center,none,none
therepublic.com,The Republic ,center,none,none
masslive.com,The Republican ,center,none,none
scotsman.com,The Scotsman ,center,none,none
cumberlink.com,The Sentinel ,center,none,none
thesmokinggun.com,The Smoking Gun ,center,none,none
sociable.co,The Sociable ,center,none,none
thesouthern.com,The Southern Illinoisan ,center,none,none
The Star Democrat,The Star Democrat,center,none,none
thestrategybridge.org,The Strategy Bridge ,center,none,none
mywebtimes.com,The Times ,center,none,none
thetandd.com,The Times and Democrat ,center,none,none
thetowntalk.com,The Town Talk ,center,none,none
truthsetter.com,The TruthSetter ,center,none,none
vindy.com,The Vindicator ,center,none,none
wcfcourier.com,The Waterloo-Cedar Falls Courier ,center,none,none
zdf.de,The ZDF ,center,none,none
thirdway.org,Third Way ,center,none,none
thoughtco.com,ThoughtCo ,center,none,none
timesofsandiego.com,Times of San Diego ,center,none,none
magicvalley.com,Times-News ,center,none,none
todayifoundout.com,Today I Found Out ,center,none,none
transparency.org,Transparency International ,center,none,none
transpartisanreview.com,Transpartisan Review ,center,none,none
Traverse City Record-Eagle,Traverse City Record-Eagle,center,none,none
tribunecontentagency.com,Tribune Content Agency ,center,none,none
tri-cityherald.com,Tri-City Herald ,center,none,none
truthbetold.news,Truth Be Told ,center,none,none
Tut.by,Tut.by,center,none,none
tvw.org,TVW Washington State ,center,none,none
undark.org,Undark ,center,none,none
upi.com,United Press International ,center,none,none
house.gov,United State House of Representatives ,center,none,none
usaspending.gov,USA Spending ,center,none,none
usafacts.org,USAFacts ,center,none,none
standard.net,Utah Standard-Examiner ,center,none,none
verafiles.org,Vera Files ,center,none,none
viralthread.com,Viral Thread ,center,none,none
vocativ.com,Vocativ ,center,none,none
vosizneias.com,Vos Iz Neias ,center,none,none
votesmart.org,Vote Smart ,center,none,none
wacotrib.com,Waco Tribune-Herald ,center,none,none
warontherocks.com,War on the Rocks ,center,none,none
C-Span,Washington Journal ,center,none,none
wtop.com,Washington’s Top News ,center,none,none
10tv.com,WBNS-TV ,center,none,none
wbtv.com,WBTV ,center,none,none
wcax.com,WCAX3 ,center,none,none
clickondetroit.com,WDIV – ClickOnDetroit ,center,none,none
wearethemighty.com,We are the Mighty ,center,none,none
weny.com,WENY News ,center,none,none
WETM – MyTwinTiers.com,WETM – MyTwinTiers.com,center,none,none
WFMYnews2.com,WFMYnews2.com,center,none,none
wfmz.com,WFMZ ,center,none,none
myfox8.com,WGHP – Fox8 ,center,none,none
en.wikinews.org,WikiNews ,center,none,none
wikipedia.org,Wikipedia ,center,none,none
wikitribune.com,WikiTribune ,center,none,none
winnipegfreepress.com,Winnipeg Free Press ,center,none,none
Winona Daily News,Winona Daily News,center,none,none
Winston-Salem Journal,Winston-Salem Journal,center,none,none
wionews.com,WION ,center,none,none
host.madison.com,Wisconsin State Journal ,center,none,none
wmur.com,WMUR9 ,center,none,none
fox35orlando.com,WOFL ,center,none,none
weforum.org,World Economic Forum ,center,none,none
wn.com,World News ,center,none,none
worldometers.info,Worldometer ,center,none,none
worldpoliticsreview.com,World Politics Review ,center,none,none
worldpopulationreview.com,World Population Review ,center,none,none
worldpress.org,World Press Review ,center,none,none
wpxi.com,WPXI ,center,none,none
WRAL,WRAL,center,none,none
wsaz.com,WSAZ News Channel ,center,none,none
wtae.com,WTAE Pittsburgh’s Action News ,center,none,none
newschannel5.com,WTVF – Newschannel5 ,center,none,none
fox29.com,WTXF-TV Fox 29 ,center,none,none
WUSA9.com,WUSA9.com,center,none,none
WVEC – 13newsnow.com,WVEC – 13newsnow.com,center,none,none
WXIA – 11alive.com,WXIA – 11alive.com,center,none,none
zdnet.com,ZDNet ,center,none,none
achnews.org,ACHNews ,left,none,none
act.tv,Act.TV ,left,none,none
Aftonbladet,Aftonbladet,left,none,none
Al DIA,Al DIA,left,none,none
afj.org,Alliance for Justice ,left,none,none
Alt News,Alt News,left,none,none
aidc.org.za,Amandla ,left,none,none
americablog.com,America Blog ,left,none,none
americanbridgepac.org,American Bridge 21st Century ,left,none,none
americannewsx.com,American News X ,left,none,none
American Oversight,American Oversight,left,none,none
au.org,Americans United for Separation of Church and State ,left,none,none
